Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,GitHub ID,Integration,Owned By,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status
134649975,Search order,ordering food,3,"Nov 28, 2016","Dec 4, 2016",feature,2,unstarted,"Nov 20, 2016",,,AdelinaTang,This user story allows the staff to search order details,https://www.pivotaltracker.com/story/show/134649975,,,,"User clicks ""Search Order"" link",not completed,Display a search text field for the user to enter the order id,not completed,User enters order id in the text field,not completed,"User clicks ""Search"" button",not completed,Connect to database,not completed,"Retrieve the order details from the ""Order"" table according to the user's entered order id",not completed,Display the details in a table form,not completed
134649111,Delete order,ordering food,3,"Nov 28, 2016","Dec 4, 2016",feature,2,unstarted,"Nov 19, 2016",,,AdelinaTang,This user story allows the staff to delete order for customers,https://www.pivotaltracker.com/story/show/134649111,,,,"User clicks ""Delete Order"" link",not completed,Connect to database,not completed,"Retrieve the current order id list from the ""Order"" table",not completed,Bind the retrieved order id list in a drop down list,not completed,User selects the order id,not completed,"Retrieve the order list details from the ""Orderlist"" table according to the selected order id",not completed,"User clicks ""Delete Order"" button",not completed,"Delete the order record from the ""Order"" table according to the order id selected",not completed,"Display ""Order is deleted successfully"" message",not completed
134649033,View order,ordering food,3,"Nov 28, 2016","Dec 4, 2016",feature,2,unstarted,"Nov 19, 2016",,,AdelinaTang,This user story allows the staff to view all the orders from the customers,https://www.pivotaltracker.com/story/show/134649033,,,,"User clicks ""View Order"" link",not completed,Connect to database,not completed,"Retrieve all the order records from the ""Order"" table",not completed,"Display the retrieved order records in a table form consisting order id, food name, quantity, seat number and date ordered",not completed
134649005,Update order details,ordering food,3,"Nov 28, 2016","Dec 4, 2016",feature,2,unstarted,"Nov 19, 2016",,,AdelinaTang,This user story allows the staff to update the order details for the customers,https://www.pivotaltracker.com/story/show/134649005,,,,"User clicks ""Update Order"" link",not completed,Connect to database,not completed,"Retrieve the current order id list from ""Order"" table",not completed,Bind the retrieved order id list into a drop down list,not completed,User selects the order id,not completed,"Retrieve the list of food item ordered from the ""Orderlist"" table according to the selected order id",not completed,User enters updated food quantity,not completed,"User clicks ""Update Order"" button",not completed,"Update the orderlist details in the ""Orderlist"" table according to the selected order id",not completed,"Display ""Order is updated successfully"" message",not completed
134648963,Add new order,ordering food,3,"Nov 28, 2016","Dec 4, 2016",feature,2,unstarted,"Nov 19, 2016",,,AdelinaTang,This user story allows the staff to create new order for the customer,https://www.pivotaltracker.com/story/show/134648963,,,,"User clicks ""Create Order"" link",not completed,Connect to database,not completed,"Retrieve the available seats number from the ""Seat"" table",not completed,"Retrieve all food menu list from ""Menu"" table",not completed,Display the retrieved seat numbers in a drop down list,not completed,"Display the retrieved food menu list into a table form consisting food name, category, description, price and quantity",not completed,User chooses the seat number,not completed,User chooses the food and enter the food quantity ,not completed,"User clicks ""Create Order"" button",not completed,"Update the selected seat number status in the ""Seat"" table from ""Available"" to ""Unavailable""",not completed,"Add the selected food item as a new record in the ""Orderlist"" table and ""Order"" table",not completed,"Display ""Order is added successfully"" message",not completed
134648883,View menu,ordering food,4,"Dec 5, 2016","Dec 11, 2016",feature,2,unstarted,"Nov 19, 2016",,,AdelinaTang,This story is about allowing the customers to view the food menu in the website,https://www.pivotaltracker.com/story/show/134648883,,,,"User clicks ""Read Menu"" link",not completed,Connect to database,not completed,"Retrieve all the food menu items from ""Menu"" table",not completed,"Bind the retrieved food list into a table showing food id, food name, food description, category, price, and status",not completed
134650031,Search menu,ordering food,4,"Dec 5, 2016","Dec 11, 2016",feature,2,unstarted,"Nov 20, 2016",,,AdelinaTang,This user story allows the staff to search food menu,https://www.pivotaltracker.com/story/show/134650031,,,,"User clicks ""Search Menu"" link",not completed,Display a search text field for the user to enter the menu id,not completed,User enters food id in the text field,not completed,"User clicks ""Search"" button",not completed,Connect to database,not completed,"Retrieve the food details from the ""Menu"" table according to the user's entered food id",not completed,Display the details in a table form,not completed
134648843,Renew membership,create membership,4,"Dec 5, 2016","Dec 11, 2016",feature,2,unstarted,"Nov 19, 2016",,,AdelinaTang,This user story is about allowing the staff to renew the customer's membership,https://www.pivotaltracker.com/story/show/134648843,,,,"User clicks ""Renew Membership"" link",not completed,Connect to database,not completed,"Retrieve all the customer IC number from the ""Member"" table",not completed,Bind the retrieved customer IC number list in a drop down list,not completed,User selects an IC number from drop down list,not completed,Retrieve the selected customer's profile details from database,not completed,Display the selected customer's profile details in a form,not completed,"User clicks ""Renew Member"" button",not completed,Extend the selected customer's membership expiry date to 2 years by updating in the database,not completed,"Display ""Membership is renewed successfully"" message",not completed
134648827,View profile,create membership,4,"Dec 5, 2016","Dec 11, 2016",feature,2,unstarted,"Nov 19, 2016",,,AdelinaTang,This user story is about allowing the customer to view his or her profile in the website,https://www.pivotaltracker.com/story/show/134648827,,,,"User clicks ""View Profile"" link",not completed,Connect to database,not completed,"Retrieve the user profile details according to the user's login name in the ""Member"" table",not completed,"Display the user profile details in a profile form consisting name, username, password, contact number, email, date joined, membership expiry date, and loyalty point balance",not completed
134648817,Update profile,create membership,4,"Dec 5, 2016","Dec 11, 2016",feature,2,unstarted,"Nov 19, 2016",,,AdelinaTang,This user story is about allowing the staff to update the customer's profile details,https://www.pivotaltracker.com/story/show/134648817,,,,"User clicks ""Update Member"" link",not completed,"Display the profile details of the user in the profile form such as such as name, username, contact number, password, and email",not completed,User enters the updated profile details in the form,not completed,"User clicks ""Update"" button",not completed,Prompt error message to user if the user input is invalid,not completed,Connect to database,not completed,"Update the user's record in the ""Member"" table with the newly profile details provided",not completed,"Display ""Member details is updated successfully"" message",not completed
134648795,Add new member,create membership,5,"Dec 12, 2016","Dec 18, 2016",feature,2,unstarted,"Nov 19, 2016",,,AdelinaTang,This user story is about registering the customer as member in the website.,https://www.pivotaltracker.com/story/show/134648795,,,,"User clicks ""Create Membership"" link",not completed,Display registration form,not completed,"User enters the personal details such as first name, last name, username, password, contact number, NRIC, and email",not completed,"User clicks the ""Submit"" button",not completed,Validate the user details,not completed,Prompt error messages if the user details are invalid,not completed,"If the user details are valid, connect to database",not completed,"Add the new member details to the ""Member"" table",not completed,"Display ""Member is added successfully"" message",not completed
134648775,Login to website,create membership,5,"Dec 12, 2016","Dec 18, 2016",feature,2,unstarted,"Nov 19, 2016",,,AdelinaTang,This user story is about allowing the user to login to the website,https://www.pivotaltracker.com/story/show/134648775,,,,Display the login form with username and password field,not completed,User enters the username and password details in the form,not completed,"User clicks the ""Login"" button",not completed,Connect to the database,not completed,"Retrieve the ""Member"" table record to check whether the username and password exists",not completed,Prompt error message if the username and password does not exists in the database,not completed,"If the username and password exists, display home page to the user",not completed
134650007,Search member,create membership,5,"Dec 12, 2016","Dec 18, 2016",feature,2,unstarted,"Nov 20, 2016",,,AdelinaTang,This user story allows the staff to search member details,https://www.pivotaltracker.com/story/show/134650007,,,,"User clicks ""Search Member"" link",not completed,Display a search text field for the user to enter the member id,not completed,User enters member id in the text field,not completed,"User clicks ""Search"" button",not completed,Connect to database,not completed,"Retrieve the member details from the ""Member"" table according to the user's entered member id",not completed,Display the details in a table form,not completed
134650409,Delete promotion,handling promotion,,,,feature,2,unscheduled,"Nov 20, 2016",,,AdelinaTang,This user story allows the staff to delete the unwanted promotion record,https://www.pivotaltracker.com/story/show/134650409,,,,"User clicks ""Update Promotion"" record",not completed,Connect to database,not completed,"Retrieve all the  valid promotion id from the ""Promotion"" table",not completed,Display the promotion id in a drop down list,not completed,"User select the promotion id and clicks ""Ok"" button",not completed,"Retrieve the promotion details from the ""Promotion"" table according to the selected promotion id",not completed,Display the retrieved record in a form,not completed,"User clicks ""Delete"" button",not completed,"Delete the promotion details in the ""Promotion"" table according to the promotion id selected",not completed,"Display a message ""Promotion is deleted successfully""",not completed
134650393,Update promotion,handling promotion,,,,feature,2,unscheduled,"Nov 20, 2016",,,AdelinaTang,This user story allows the staff to update the promotion details,https://www.pivotaltracker.com/story/show/134650393,,,,"User clicks ""Update Promotion"" link",not completed,Connect to database,not completed,"Retrieve all the  valid promotion id from the ""Promotion"" table",not completed,Display the promotion id in a drop down list,not completed,"User select the promotion id and clicks ""Ok"" button",not completed,"Retrieve the promotion details from the ""Promotion"" table according to the selected promotion id",not completed,Display the retrieved record in a form,not completed,User enters updated promotion details in the form,not completed,"User clicks ""Update"" button",not completed,"Update the promotion details in the ""Promotion"" table according to the promotion id selected",not completed,"Display a message ""Promotion is updated successfully""",not completed
134650373,Add new promotion,handling promotion,,,,feature,2,unscheduled,"Nov 20, 2016",,,AdelinaTang,"This user story allows the staff to add new promotion record
",https://www.pivotaltracker.com/story/show/134650373,,,,"User clicks ""Add Promotion"" link",not completed,"Display a promotion form with text fields such as promotion id, promotion name, promotion description, promotion start date, promotion end date, promotion push date, and discount",not completed,User enters the promotion details to the form,not completed,"User clicks ""Add"" button",not completed,Connect to database,not completed,"Create a new promotion record in the ""Promotion"" table",not completed,"Display a message ""Promotion is created successfully""",not completed
134650327,Send promotion,handling promotion,,,,feature,2,unscheduled,"Nov 20, 2016",,,AdelinaTang,This user story allows the staff to send the promotion newsletter to the customers,https://www.pivotaltracker.com/story/show/134650327,,,,"User clicks ""Send Promotion"" link",not completed,"Retrieve all the valid promotion record from the ""Promotion"" table",not completed,Displays the promotion record in a table form with a checkbox displayed at the last column for the user to select,not completed,"User checks the promotion to be sent and clicks ""Sent"" button",not completed,Connect to database,not completed,"Retrieve all the promotion records that are selected from the ""Promotion"" table",not completed,"Retrieve all the member's email addresses from the ""Member"" table",not completed,Send the retrieved promotion details to the customers's email addresses,not completed,"Display a message ""Promotion is sent successfully"" message",not completed
